"If you ignore the cliches and concentrate on City by the Sea 's interpersonal drama , it ai n't half-bad .",neu
"For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",pos
There 's nothing to gain from watching They .,very neg
"Some elements of it really blow the big one , but other parts are decent .",neu
But I do .,neu
"An ambitious , guilt-suffused melodrama crippled by poor casting .",neg
At its best ( and it does have some very funny sequences ) Looking for Leonard reminds you just how comically subversive silence can be .,neu
The solid filmmaking and convincing characters makes this a high water mark for this genre .,very pos
"Unfolds as one of the most politically audacious films of recent decades from any country , but especially from France .",pos
The movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .,neg
Mindless yet impressively lean spinoff of last summer 's bloated effects fest The Mummy Returns .,pos
"It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about .",neg
"If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia",very neg
"In the end , there is n't much to it .",very neg
"... it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''",very neg
"Proof once again that if the filmmakers just follow the books , they ca n't go wrong .",very pos
"Philosophically , intellectually and logistically a mess .",very neg
This is an action movie with an action icon who 's been all but decommissioned .,neg
The best drug addition movies are usually depressing but rewarding .,neu
Features Fincher 's characteristically startling visual style and an almost palpable sense of intensity .,pos
... a guiltless film for nice evening out .,pos
Not even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,very neg
The feature-length stretch ... strains the show 's concept .,neg
"Passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ...",pos
Hardly a film that comes along every day .,pos
"During The Tuxedo 's 90 minutes of screen time , there is n't one true ` Chan moment ' .",neg
"A farce of a parody of a comedy of a premise , it is n't a comparison to reality so much as it is a commentary about our knowledge of films .",neu
The major problem with Windtalkers is that the bulk of the movie centers on the wrong character .,neg
"The tone errs on the shrill side , tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons .",neu
"Though filmed partly in Canada , Paid in Full has clever ways of capturing inner-city life during the Reagan years .",pos
A film of delicate interpersonal dances .,pos
Knockaround Guys plays like a student film by two guys who desperately want to be Quentin Tarantino when they grow up .,neg
"The fourth `` Pokemon '' is a diverting -- if predictable -- adventure suitable for a matinee , with a message that cautions children about disturbing the world 's delicate ecological balance .",pos
"There 's nothing exactly wrong here , but there 's not nearly enough that 's right .",neg
Undoubtedly the scariest movie ever made about tattoos .,pos
"Brings together some of the biggest names in Japanese anime , with impressive results .",very pos
"Though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .",neg
"Audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant .",pos
Familiar but utterly delightful .,pos
The gags are often a stitch .,pos
"It 's a testament to De Niro and director Michael Caton-Jones that by movie 's end , we accept the characters and the film , flaws and all .",pos
A tour de force of modern cinema .,pos
"A very familiar tale , one that 's been told by countless filmmakers about Italian - , Chinese - , Irish - , Latin - , Indian - , Russian - and other hyphenate American young men struggling to balance conflicting cultural messages .",neu
"Like any good romance , Son of the Bride , proves it 's never too late to learn .",pos
"Assured , vital and well wrought , the film is , arguably , the most accomplished work to date from Hong Kong 's versatile Stanley Kwan .",very pos
Delivers roughly equal amounts of beautiful movement and inside information .,pos
"The movie has a script ( by Paul Pender ) made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions .",very neg
"This enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .",very pos
Beware the quirky Brit-com .,neg
A period story about a Catholic boy who tries to help a Jewish friend get into heaven by sending the audience straight to hell .,very neg
"Wraps itself in the guise of a dark and quirky comedy , but it is n't as quirky as it thinks it is and its comedy is generally mean-spirited .",neu
Vividly conveys the shadow side of the 30-year friendship between two English women .,neu
"Tony Gayton 's script does n't give us anything we have n't seen before , but director D.J. Caruso 's grimy visual veneer and Kilmer 's absorbing performance increase the gravitational pull considerably .",neu
"Unfortunately , Carvey 's rubber-face routine is no match for the insipid script he has crafted with Harris Goldberg .",neg
It 's sweet .,pos
"A vibrant , colorful , semimusical rendition .",very pos
"If you go , pack your knitting needles .",very neg
"The film did n't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due .",neu
More sophisticated and literate than such pictures usually are ... an amusing little catch .,pos
Rarely does a film so graceless and devoid of merit as this one come along .,very neg
Spielberg 's realization of a near-future America is masterful .,very pos
A chick flick for guys .,neu
Cox creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries .,pos
"I admit it , I hate to like it .",neu
I like it .,pos
"Big Fat Liar is little more than Home Alone raised to a new , self-deprecating level .",very neg
A French film with a more down-home flavor .,pos
"I prefer Soderbergh 's concentration on his two lovers over Tarkovsky 's mostly male , mostly patriarchal debating societies .",neu
This submarine drama earns the right to be favorably compared to Das Boot .,pos
"The entire cast is first-rate , especially Sorvino .",very pos
"( Caine ) proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film .",pos
It seems Grant does n't need the floppy hair and the self-deprecating stammers after all .,neu
"In his latest effort , Storytelling , Solondz has finally made a movie that is n't just offensive -- it also happens to be good .",pos
The most ingenious film comedy since Being John Malkovich .,very pos
A thought-provoking look at how Western foreign policy - however well intentioned - can wreak havoc in other cultures .,neu
"What ` Dumb and Dumber ' would have been without the vulgarity and with an intelligent , life-affirming script .",neu
"Even if it is generally amusing from time to time , I Spy has all the same problems the majority of action comedies have .",neg
A weird and wonderful comedy .,very pos
There 's no clear picture of who killed Bob Crane .,neu
A truly wonderful tale combined with stunning animation .,very pos
"Fans of critics ' darling band Wilco will marvel at the sometimes murky , always brooding look of I Am Trying to Break Your Heart .",pos
The strong subject matter continues to shock throughout the film .,neu
It makes me feel weird \/ Thinking about all the bad things in the world \/ Like puppies with broken legs \/ And butterflies that die \/ And movies starring pop queens,neg
"What the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance .",pos
"Despite its promising cast of characters , Big Trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . '",neg
"You can see where Big Bad Love is trying to go , but it never quite gets there .",neu
"Gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing .",very neg
The rollerball sequences feel sanitised and stagey .,neg
Highly engaging .,very pos
"It makes compelling , provocative and prescient viewing .",very pos
Can be viewed as pure composition and form -- film as music,pos
This may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar .,neg
You wo n't look at religious fanatics -- or backyard sheds -- the same way again .,neu
"Alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life .",pos
"A headline-fresh thriller set among orthodox Jews on the West Bank , Joseph Cedar 's Time Of Favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity .",pos
Do you say `` hi '' to your lover when you wake up in the morning ?,neu
Most folks with a real stake in the American sexual landscape will find it either moderately amusing or just plain irrelevant .,neu
Nothing too deep or substantial .,neg
"Too much of Nemesis has a tired , talky feel .",neg
Quitting offers piercing domestic drama with spikes of sly humor .,pos
"It 's pretty linear and only makeup-deep , but Bogdanovich ties it together with efficiency and an affection for the period .",pos
"It 's hard to imagine anyone managing to steal a movie not only from charismatic rising star Jake Gyllenhaal but also from accomplished Oscar winners Susan Sarandon , Dustin Hoffman and Holly Hunter , yet newcomer Ellen Pompeo pulls off the feat with aplomb .",very pos
"It does n't make for great cinema , but it is interesting to see where one 's imagination will lead when given the opportunity .",neg
`` Me Without You '' is a probing examination of a female friendship set against a few dynamic decades .,neu
"After all the big build-up , the payoff for the audience , as well as the characters , is messy , murky , unsatisfying .",neu
The script by David Koepp is perfectly serviceable and because he gives the story some soul ... he elevates the experience to a more mythic level .,very pos
"If you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life , Eisenstein delivers .",pos
The entire movie establishes a wonderfully creepy mood .,very pos
"By the end of the movie , you 're definitely convinced that these women are spectacular .",pos
"The film is like sitting in a downtown cafe , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",very neg
"I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .",very pos
Rewarding .,pos
"Impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` Manhunter ' was .",very pos
But it was n't .,neg
"Plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing The Scorpion King .",neg
"Everybody loves a David and Goliath story , and this one is told almost entirely from David 's point of view .",pos
Jackass is a vulgar and cheap-looking version of Candid Camera staged for the Marquis de Sade set .,very neg
To say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor .,very neg
"... a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels .",very pos
"Call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message .",neg
"It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress .",very neg
Ms. Hutchins is talented enough and charismatic enough to make us care about Zelda 's ultimate fate .,very pos
"The most remarkable ( and frustrating ) thing about World Traveler , which opens today in Manhattan , is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank .",neu
A drama ?,neu
"( Russell ) makes good B movies ( The Mask , The Blob ) , and The Scorpion King more than ably meets those standards .",pos
"Neither the funniest film that Eddie Murphy nor Robert De Niro has ever made , Showtime is nevertheless efficiently amusing for a good while .",pos
"With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller",very pos
It is definitely worth seeing .,very pos
"The film is all over the place , really .",very neg
"Everything about Girls Ca n't Swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .",neg
See it .,very pos
A psychic journey deep into the very fabric of Iranian ... life .,pos
"Takes you by the face , strokes your cheeks and coos beseechingly at you : slow down , shake off your tensions and take this picture at its own breezy , distracted rhythms .",pos
"A dull , dumb and derivative horror film .",very neg
Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster ?,very neg
Bring tissues .,pos
"Though not for everyone , The Guys is a somber trip worth taking .",neu
One of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .,neg
"Chris Columbus ' sequel is faster , livelier and a good deal funnier than his original .",pos
"The movie is brilliant , really .",very pos
"Sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .",neg
"Satin Rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity .",pos
One regards Reign of Fire with awe .,very pos
"Stealing Harvard does n't care about cleverness , wit or any other kind of intelligent humor .",very neg
"There are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why .",pos
Starts off witty and sophisticated and you want to love it -- but filmmaker Yvan Attal quickly writes himself into a corner .,neg
This off-putting French romantic comedy is sure to test severely the indulgence of fans of Amelie .,neu
There has to be a few advantages to never growing old .,neu
The Cat 's Meow marks a return to form for director Peter Bogdanovich ...,pos
"Skillful as he is , Mr. Shyamalan is undone by his pretensions .",neu
"The results , if not memorable , are at least interesting .",neu
"Once folks started hanging out at the barbershop , they never wanted to leave .",pos
"A mess , but it 's a sincere mess .",neu
"Dogtown is hollow , self-indulgent , and - worst of all - boring .",neg
"Of all the Halloween 's , this is the most visually unappealing .",very neg
By turns very dark and very funny .,very pos
"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",very pos
It has the requisite faux-urban vibe and hotter-two-years-ago rap and R&B names and references .,neg
"... a light , yet engrossing piece .",pos
"Muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .",pos
"The re - enactments , however fascinating they may be as history , are too crude to serve the work especially well .",neg
"Ultimately too repellent to fully endear itself to American art house audiences , but it is notable for its stylistic austerity and forcefulness .",neg
"A sensitive , cultivated treatment of Greene 's work as well as a remarkably faithful one .",very pos
"Any reasonably creative eighth-grader could have written a more credible script , though with the same number of continuity errors .",very neg
Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .,neg
"Stuffed to the brim with ideas , American instigator Michael Moore 's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .",pos
"As violent , profane and exploitative as the most offensive action flick you 've ever seen .",neg
"Despite Besson 's high-profile name being Wasabi 's big selling point , there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .",pos
"Interesting , but not compelling .",neu
Harks back to a time when movies had more to do with imagination than market research .,pos
Abderrahmane Sissako 's Heremakono ( Waiting for Happiness ) is an elegiac portrait of a transit city on the West African coast struggling against foreign influences .,neu
"Clever and unflinching in its comic barbs , Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .",very pos
"There might be some sort of credible gender-provoking philosophy submerged here , but who the hell cares ?",neg
"`` Frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies .",very pos
"( Lin Chung 's ) voice is rather unexceptional , even irritating ( at least to this Western ear ) , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters .",neg
"But for the most part , The Weight of Water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .",neg
"Somewhere in the middle , the film compels , as Demme experiments he harvests a few movie moment gems , but the field of roughage dominates .",neu
"As the sulking , moody male hustler in the title role , ( Franco ) has all of Dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability .",neg
"What enlivens this film , beyond the astute direction of Cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .",pos
"Eccentric enough to stave off doldrums , Caruso 's self-conscious debut is also eminently forgettable .",neu
A very good film sits in the place where a masterpiece should be .,pos
Reggio and Glass put on an intoxicating show .,pos
"A light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .",neg
"Shot in rich , shadowy black-and-white , Devils chronicles , with increasingly amused irony , the relationship between reluctant captors and befuddled captives .",very pos
"A fine film , but it would be a lot better if it stuck to Betty Fisher and left out the other stories .",neu
C'mon !,neu
My only wish is that Celebi could take me back to a time before I saw this movie and I could just skip it .,very neg
"Earnest , unsubtle and Hollywood-predictable , Green Dragon is still a deeply moving effort to put a human face on the travail of thousands of Vietnamese .",pos
This gorgeous epic is guaranteed to lift the spirits of the whole family .,very pos
"Though Harris is affecting at times , he can not overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities .",neg
"Although largely a heavy-handed indictment of parental failings and the indifference of Spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching .",pos
"As gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy , clean-cut Dahmer ( Jeremy Renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge .",very neg
"The Way Home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness .",pos
"The photographer 's show-don ` t-tell stance is admirable , but it can make him a problematic documentary subject .",neu
Hey Arnold !,neu
"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .",neg
"Sometimes entertaining , sometimes indulgent -- but never less than pure wankery .",neu
"Thoughtless , random , superficial humour and a lot of very bad Scouse accents",very neg
A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being .,neg
A movie in which two not very absorbing characters are engaged in a romance you ca n't wait to see end .,very neg
"One senses in World Traveler and in his earlier film that Freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .",neg
A movie like The Guys is why film criticism can be considered work .,neg
"... generically , forgettably pleasant from start to finish .",neu
Charming and funny ( but ultimately silly ) movie .,neu
Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .,very neg
The powder blues and sun-splashed whites of Tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs .,pos
"In old-fashioned screenwriting parlance , Ms. Shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .",neg
"Same song , second verse , coulda been better , but it coulda been worse .",neu
"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",neu
Quelle surprise !,neu
"At every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left is a no-surprise series of explosions and violence while Banderas looks like he 's not trying to laugh at how bad it",neg
I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .,very pos
Earnest and tentative even when it aims to shock .,neu
An annoying orgy of excess and exploitation that has no point and goes nowhere .,very neg
A coming-of-age film that avoids the cartoonish cliches and sneering humor of the genre as it provides a fresh view of an old type -- the uncertain girl on the brink of womanhood .,pos
"Once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .",neg
It made me realize that we really have n't had a good cheesy B-movie playing in theaters since ... well ... since last week 's Reign of Fire .,neg
"In its own way , Joshua is as blasphemous and nonsensical as a Luis Bunuel film without the latter 's attendant intelligence , poetry , passion , and genius .",very neg
What makes the movie special is its utter sincerity .,pos
What we get ... is Caddyshack crossed with the Loyal Order of Raccoons .,neu
"You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your wallet .",neg
"The kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .",very pos
Buy popcorn .,neu
... a triumph of emotionally and narratively complex filmmaking .,very pos
It 's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it .,very pos
"White has n't developed characters so much as caricatures , one-dimensional buffoons that get him a few laughs but nothing else .",neg
"Whatever about warning kids about the dangers of ouija boards , someone should dispense the same advice to film directors .",neu
"The film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .",very pos
"Bogs down badly as we absorb Jia 's moody , bad-boy behavior which he portrays himself in a one-note performance .",neu
A surprisingly charming and even witty match for the best of Hollywood 's comic-book adaptations .,pos
"A meatier deeper beginning and\/or ending would have easily tipped this film into the `` A '' range , as is , it 's a very very strong `` B + . ''",pos
"What we have here is n't a disaster , exactly , but a very handsomely produced let-down .",neg
"Leave it to John Sayles to take on developers , the Chamber of Commerce , tourism , historical pageants , and commercialism all in the same movie ... without neglecting character development for even one minute .",very pos
"A fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman .",pos
"The problem is not that it 's all derivative , because plenty of funny movies recycle old tropes .",neu
"All leather pants & augmented boobs , Hawn is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching Sarandon .",pos
"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",very pos
Watching Austin Powers in Goldmember is like binging on cotton candy .,pos
"The images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where Whitaker 's misfit artist is concerned .",neu
Innocuous enough to make even Jean-Claude Van Damme look good .,neu
"None of this is very original , and it is n't particularly funny .",very neg
"Smart , sassy interpretation of the Oscar Wilde play .",very pos
The closest thing to the experience of space travel,pos
Writer\/director Alexander Payne ( Election ) and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .,pos
"A deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .",pos
"Klein , charming in comedies like American Pie and dead-on in Election , delivers one of the saddest action hero performances ever witnessed .",neg
"One of the finest , most humane and important Holocaust movies ever made .",very pos
Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,neg
"Satisfyingly scarifying , fresh and old-fashioned at the same time .",pos
"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",very neg
"The 3-D vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .",very pos
Grating and tedious .,neg
"Spectacular in every sense of the word , even if you don ' t know an Orc from a Uruk-Hai .",very pos
But here 's a glimpse at his life .,neu
Absurdities and cliches accumulate like lint in a fat man 's navel .,very neg
"Uneven , self-conscious but often hilarious spoof .",pos
Everyone should be able to appreciate the wonderful cinematography and naturalistic acting .,pos
One ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album .,very neg
It 's both sitcomishly predictable and cloying in its attempts to be poignant .,neg
The movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .,neg
"Anyone who suffers through this film deserves , at the very least , a big box of consolation candy .",very neg
"Benigni presents himself as the boy puppet Pinocchio , complete with receding hairline , weathered countenance and American Breckin Meyer 's ridiculously inappropriate Valley Boy voice .",neu
"A pint-sized ` Goodfellas ' designed to appeal to the younger set , it 's not a very good movie in any objective sense , but it does mostly hold one 's interest .",neu
"On top of a foundering performance , ( Madonna 's ) denied her own athleticism by lighting that emphasizes every line and sag .",neg
The picture 's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .,pos
"It 's a drawling , slobbering , lovable run-on sentence of a film , a Southern Gothic with the emotional arc of its raw blues soundtrack .",neu
"Singer\/composer Bryan Adams contributes a slew of songs -- a few potential hits , a few more simply intrusive to the story -- but the whole package certainly captures the intended , er , spirit of the piece .",pos
"It wo n't hold up over the long haul , but in the moment , Finch 's tale provides the forgettable pleasures of a Saturday matinee .",pos
There is greatness here .,very pos
Far away .,neu
Its initial excitement settles into a warmed over pastiche .,neg
"A passable romantic comedy , in need of another couple of passes through the word processor .",neu
"Wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .",neu
"Fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget .",pos
"Williams plays Sy , another of his open-faced , smiling madmen , like the killer in Insomnia .",neu
Charlize CHASES Kevin with a GUN .,neu
"As action-adventure , this space-based homage to Robert Louis Stevenson 's Treasure Island fires on all plasma conduits .",pos
"Limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .",neg
The mushy finale turns John Q into a movie-of-the-week tearjerker .,pos
Great dragons !,pos
"I 'm not saying that Ice Age does n't have some fairly pretty pictures , but there 's not enough substance in the story to actually give them life .",neu
"Laughably , irredeemably awful .",very neg
"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",pos
What 's infuriating about Full Frontal is that it 's too close to real life to make sense .,neg
"A lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers .",very pos
"Evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention .",very neg
A little more intensity and a little less charm would have saved this film a world of hurt .,neg
"To paraphrase a line from another Dickens ' novel , Nicholas Nickleby is too much like a fragment of an underdone potato .",very neg
An imponderably stilted and self-consciously arty movie .,neg
